Step,AgentID,physiological,safety,belonging,esteem,wealth,actions,status
886,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
886,3,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
886,4,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
887,0,"[1.0, 0.92, 1.0, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
887,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
887,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
887,3,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
887,4,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
888,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
888,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
888,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
888,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
888,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
889,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
889,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
889,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
889,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
889,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
890,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
890,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
890,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
890,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
890,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
891,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
891,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
891,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
891,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
891,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
892,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
892,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
892,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
892,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
892,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
893,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
893,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
893,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
893,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
893,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
894,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
894,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
894,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
894,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
894,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
895,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
895,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
895,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
895,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
895,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
896,0,"[1.0, 0.92, 0.9030728761299478, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
896,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
896,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
896,3,"[1.0, 0.9025, 0.9890399689614715, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
896,4,"[0.9269999999999999, 1.0, 0.9332725233890989, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
897,0,"[1.0, 0.8464, 0.8217963172782525, 0.859204086784]","[1.0, 0.990025, 0.998001, 1.0]","[1.0, 0.9409, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",1294.7749999999999,go_home,retired
897,1,"[0.10818699403204736, 1.0, 1.0, 0.9900448802097482]","[0.9831294621903677, 1.0, 1.0, 0.9511101304657719]","[0.38941611811810756, 1.0, 1.0]","[0.9043820750088043, 1.0, 1.0]",2.0,go_grocery,homeless
897,2,"[0.6963152930802842, 0.8145062499999999, 0.96, 0.84785871753157]","[1.0, 0.9722926304009999, 0.988053892081, 0.991]","[1.0, 0.5220062499999999, 0.3957420081477533]","[1.0, 0.96059601, 0.1490731238475227]",1536.0,go_home,student
897,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1107.1666666666667,go_home,unemployed
897,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5640.924999999999,go_grocery,employed
898,0,"[0.9299999999999999, 1.0, 0.8878346487232098, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
898,1,"[0.7887133351062787, 0.9, 0.92, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
898,2,"[0.6690153873950302, 1.0, 1.0, 0.8474347881728043]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 0.49616780733297794]","[1.0, 1.0, 0.2592584990780181]",1536.0,go_home,student
898,3,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1102.1666666666667,go_grocery,unemployed
898,4,"[1.0, 0.95, 0.93, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",5635.924999999999,go_grocery,employed
899,0,"[0.8722499999999999, 1.0, 0.947929530338121, 0.6653676448055296]","[1.0, 1.0, 1.0, 0.996004]","[0.8290000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
899,1,"[0.6467449347871486, 0.81, 0.8464, 0.999]","[0.9983, 0.998001, 0.9801, 0.995]","[0.91, 0.990025, 0.9603999999999999]","[0.99, 0.9801, 0.9801]",0.0,go_reception_center,homeless
899,2,"[0.6469024637899745, 1.0, 1.0, 0.847011070778718]","[1.0, 1.0, 1.0, 0.9732422709999999]","[1.0, 1.0, 0.5865510265996802]","[1.0, 1.0, 0.34740679926241447]",1532.0,go_leisure,student
899,3,"[1.0, 0.95, 0.94, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1097.1666666666667,go_grocery,unemployed
899,4,"[1.0, 0.9025, 0.8649000000000001, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5635.924999999999,go_home,employed
900,0,"[0.8246062499999999, 1.0, 1.0, 0.585523527428866]","[1.0, 1.0, 1.0, 0.994011992]","[0.7682000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_hospital,retired
900,1,"[0.5303308465254618, 0.9390000000000001, 1.0, 0.998001]","[0.9966028899999999, 1.0, 1.0, 0.990025]","[0.8281000000000001, 1.0, 1.0]","[0.9801, 1.0, 1.0]",0.0,go_reception_center,homeless
900,2,"[0.6639909956698794, 0.95, 0.96, 0.8465875652433287]","[1.0, 0.993, 0.997, 0.9644830905609999]","[1.0, 0.85, 0.5278959239397122]","[1.0, 0.99, 0.2779254394099316]",1528.0,go_leisure,student
900,3,"[1.0, 0.9025, 0.8835999999999999, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1097.1666666666667,go_home,unemployed
900,4,"[0.9269999999999999, 1.0, 0.9443570000000001, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5635.924999999999,go_home,employed
901,0,"[0.6803001562499998, 1.0, 0.91, 1.0]","[0.9988, 1.0, 0.999, 1.0]","[0.6145600000000001, 1.0, 0.98]","[0.99, 1.0, 0.99]",1294.7749999999999,go_hospital,retired
901,1,"[0.43487129415087866, 1.0, 1.0, 0.997002999]","[0.9949086650869998, 1.0, 1.0, 0.985074875]","[0.7535710000000001, 1.0, 1.0]","[0.9702989999999999, 1.0, 1.0]",0.0,go_reception_center,homeless
901,2,"[0.6778327064926024, 0.9025, 0.9216, 0.846164271460707]","[1.0, 0.986049, 0.994009, 0.9558027427459509]","[1.0, 0.7224999999999999, 0.475106331545741]","[1.0, 0.9801, 0.2223403515279453]",1524.0,go_leisure,student
901,3,"[0.9269999999999999, 1.0, 0.9705839999999999, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1097.1666666666667,go_home,unemployed
901,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5630.924999999999,go_grocery,employed
902,0,"[0.5612476289062498, 1.0, 0.8281000000000001, 1.0]","[0.9976014400000001, 1.0, 0.998001, 1.0]","[0.4916480000000001, 1.0, 0.9603999999999999]","[0.9801, 1.0, 0.9801]",1294.7749999999999,go_home,retired
902,1,"[0.35659446120372046, 1.0, 1.0, 0.996005996001]","[0.9932173203563519, 1.0, 1.0, 0.9801495006250001]","[0.6857496100000001, 1.0, 1.0]","[0.96059601, 1.0, 1.0]",0.0,go_reception_center,homeless
902,2,"[0.689044492259008, 0.8573749999999999, 0.884736, 0.8457411893249768]","[1.0, 0.9791466569999999, 0.991026973, 0.9472005180612373]","[1.0, 0.6141249999999999, 0.4275956983911669]","[1.0, 0.9702989999999999, 0.17787228122235624]",1520.0,go_leisure,student
902,3,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1092.1666666666667,go_grocery,unemployed
902,4,"[1.0, 0.95, 0.93, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",5625.924999999999,go_grocery,employed
903,0,"[0.5680292938476561, 1.0, 0.8935710000000001, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
903,1,"[0.2924074581870508, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.6240321451000002, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
903,2,"[0.6981260387297965, 0.8145062499999999, 0.84934656, 0.8453183187303144]","[1.0, 0.9722926304009999, 0.988053892081, 0.9386757133986862]","[1.0, 0.5220062499999999, 0.38483612855205024]","[1.0, 0.96059601, 0.14229782497788498]",1520.0,go_home,student
903,3,"[1.0, 0.95, 0.94, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1087.1666666666667,go_grocery,unemployed
903,4,"[1.0, 0.9025, 0.8649000000000001, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5625.924999999999,go_home,employed
904,0,"[0.5736241674243163, 1.0, 0.9531496100000001, 0.7744]","[1.0, 1.0, 1.0, 0.996004]","[0.5036547200000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
904,1,"[0.2397741157133816, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
904,2,"[0.6704820913711352, 1.0, 0.9553726976, 0.8448956595709493]","[1.0, 1.0, 1.0, 0.930227631978098]","[1.0, 1.0, 0.48635251569684523]","[1.0, 1.0, 0.25383825998230797]",1520.0,go_home,student
904,3,"[1.0, 0.9025, 0.8835999999999999, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1087.1666666666667,go_home,unemployed
904,4,"[0.9269999999999999, 1.0, 0.9443570000000001, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5625.924999999999,go_home,employed
905,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
905,1,"[0.19661477488497292, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.5167610193573101, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
905,2,"[0.6480904940106196, 1.0, 1.0, 0.8444732117411639]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.5777172641271607]","[1.0, 1.0, 0.3430706079858464]",1516.0,go_leisure,student
905,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1087.1666666666667,go_home,unemployed
905,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5620.924999999999,go_grocery,employed
906,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
906,1,"[0.19661477488497292, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.5167610193573101, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
906,2,"[0.6480904940106196, 1.0, 1.0, 0.8444732117411639]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.5777172641271607]","[1.0, 1.0, 0.3430706079858464]",1516.0,go_leisure,student
906,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1087.1666666666667,go_home,unemployed
906,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5620.924999999999,go_grocery,employed
907,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
907,1,"[0.19661477488497292, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.5167610193573101, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
907,2,"[0.6480904940106196, 1.0, 1.0, 0.8444732117411639]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.5777172641271607]","[1.0, 1.0, 0.3430706079858464]",1516.0,go_leisure,student
907,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1087.1666666666667,go_home,unemployed
907,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5620.924999999999,go_grocery,employed
908,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
908,1,"[0.19661477488497292, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.5167610193573101, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
908,2,"[0.6480904940106196, 1.0, 1.0, 0.8444732117411639]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.5777172641271607]","[1.0, 1.0, 0.3430706079858464]",1516.0,go_leisure,student
908,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1087.1666666666667,go_home,unemployed
908,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5620.924999999999,go_grocery,employed
909,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
909,1,"[0.19661477488497292, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.5167610193573101, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
909,2,"[0.6480904940106196, 1.0, 1.0, 0.8444732117411639]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.5777172641271607]","[1.0, 1.0, 0.3430706079858464]",1516.0,go_leisure,student
909,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1087.1666666666667,go_home,unemployed
909,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5620.924999999999,go_grocery,employed
910,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1294.7749999999999,go_home,retired
910,1,"[0.19661477488497292, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.5167610193573101, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
910,2,"[0.6480904940106196, 1.0, 1.0, 0.8444732117411639]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.5777172641271607]","[1.0, 1.0, 0.3430706079858464]",1516.0,go_leisure,student
910,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1087.1666666666667,go_home,unemployed
