Step,AgentID,physiological,safety,belonging,esteem,wealth,actions,status
1289,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1289,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1289,2,"[0.6786013848613955, 0.9025, 1.0, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 0.9218555832902952]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1289,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1289,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1290,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1290,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1290,2,"[0.6786013848613955, 0.9025, 1.0, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 0.9218555832902952]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1290,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1290,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1291,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1291,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1291,2,"[0.6786013848613955, 0.9025, 1.0, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 0.9218555832902952]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1291,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1291,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1292,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1292,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1292,2,"[0.6786013848613955, 0.9025, 1.0, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 0.9218555832902952]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1292,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1292,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1293,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1293,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1293,2,"[0.6786013848613955, 0.9025, 1.0, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 0.9218555832902952]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1293,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1293,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1294,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1294,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1294,2,"[0.6786013848613955, 0.9025, 1.0, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 0.9218555832902952]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1294,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1294,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1295,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1295,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1295,2,"[0.6786013848613955, 0.9025, 1.0, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 0.9218555832902952]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1295,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1295,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1296,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1296,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1296,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 0.9218555832902952]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1296,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1296,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1297,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1297,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1297,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 1.0]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1297,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1297,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1298,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1298,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1298,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 1.0]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1298,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1298,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1299,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1299,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1299,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 1.0]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1299,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1299,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1300,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1300,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1300,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 1.0]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1300,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1300,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1301,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1301,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1301,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 1.0]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1301,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1301,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1302,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1302,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1302,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 1.0]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1302,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1302,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1303,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1303,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1303,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 1.0]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1303,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1303,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1304,0,"[0.5782399381250609, 1.0, 0.9, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1134.7749999999999,go_home,retired
1304,1,"[0.27409176000957286, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.5884674146201758, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
1304,2,"[0.6786013848613955, 0.9025, 0.9, 0.7857942650693883]","[1.0, 0.986049, 0.994009, 1.0]","[1.0, 0.7224999999999999, 0.46957613206615356]","[1.0, 0.9801, 0.21959306970139136]",1140.0,go_leisure,student
1304,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",727.1666666666667,go_home,unemployed
1304,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5260.924999999999,go_grocery,employed
1305,0,"[0.5820479489531752, 1.0, 0.9590000000000001, 0.59969536]","[1.0, 1.0, 1.0, 0.992023968016]","[0.5113390208000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1129.7749999999999,go_grocery,retired
1305,1,"[0.22475524320784973, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5355053473043601, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
1305,2,"[0.6896671217377305, 0.8573749999999999, 0.864, 0.7854013679368537]","[1.0, 0.9791466569999999, 0.991026973, 0.991]","[1.0, 0.6141249999999999, 0.4226185188595382]","[1.0, 0.9702989999999999, 0.1756744557611131]",1140.0,go_home,student
1305,3,"[0.8669939999999999, 1.0, 0.986, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",722.1666666666667,go_grocery,unemployed
1305,4,"[1.0, 0.95, 0.93, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",5255.924999999999,go_grocery,employed
1306,0,"[1.0, 0.92, 0.8726900000000001, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1124.7749999999999,go_grocery,retired
1306,1,"[0.18429929943043677, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.4873098660469677, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
1306,2,"[0.6636303686075617, 1.0, 0.96944, 0.7850086672528853]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 0.5203566669735844]","[1.0, 1.0, 0.28053956460889046]",1140.0,go_home,student
1306,3,"[1.0, 0.95, 0.9268399999999999, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",717.1666666666667,go_grocery,unemployed
1306,4,"[1.0, 0.9025, 0.8649000000000001, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5255.924999999999,go_home,employed
1307,0,"[1.0, 0.8464, 0.7941479000000001, 0.859204086784]","[1.0, 0.990025, 0.998001, 1.0]","[1.0, 0.9409, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",1124.7749999999999,go_home,retired
1307,1,"[0.15112542553295813, 1.0, 1.0, 0.9920279440699441]","[0.9864806454558522, 1.0, 1.0, 0.960693043575437]","[0.4434519781027406, 1.0, 1.0]","[0.92274469442792, 1.0, 1.0]",0.0,go_reception_center,homeless
1307,2,"[0.6425405985721251, 1.0, 1.0, 0.784616162919259]","[1.0, 1.0, 1.0, 0.9732422709999999]","[1.0, 1.0, 0.6083210002762259]","[1.0, 1.0, 0.36443165168711233]",1136.0,go_leisure,student
1307,3,"[1.0, 0.9025, 0.8712295999999998, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",717.1666666666667,go_home,unemployed
1307,4,"[0.9269999999999999, 1.0, 0.9443570000000001, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5255.924999999999,go_home,employed
1308,0,"[0.9299999999999999, 1.0, 0.8626745890000002, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1124.7749999999999,go_home,retired
1308,1,"[0.12392284893702565, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.403541300073494, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
1308,2,"[0.6604578848434214, 0.95, 0.96, 0.7842238548377993]","[1.0, 0.993, 0.997, 0.9644830905609999]","[1.0, 0.85, 0.5474889002486033]","[1.0, 0.99, 0.29154532134968986]",1132.0,go_leisure,student
1308,3,"[0.9269999999999999, 1.0, 0.9589558239999998, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",717.1666666666667,go_home,unemployed
1308,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5250.924999999999,go_grocery,employed
1309,0,"[0.8722499999999999, 1.0, 0.9250338759900002, 0.6653676448055296]","[1.0, 1.0, 1.0, 0.996004]","[0.8290000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1124.7749999999999,go_home,retired
1309,1,"[0.10161673612836103, 1.0, 1.0, 0.9900448802097482]","[0.9831294621903677, 1.0, 1.0, 0.9511101304657719]","[0.36722258306687955, 1.0, 1.0]","[0.9043820750088043, 1.0, 1.0]",0.0,beg,homeless
1309,2,"[0.6749708867231714, 0.9025, 0.9216, 0.7838317429103805]","[1.0, 0.986049, 0.994009, 0.9558027427459509]","[1.0, 0.7224999999999999, 0.492740010223743]","[1.0, 0.9801, 0.2332362570797519]",1128.0,go_leisure,student
1309,3,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",712.1666666666667,go_grocery,unemployed
1309,4,"[1.0, 0.95, 0.93, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",5245.924999999999,go_grocery,employed
1310,0,"[0.8246062499999999, 1.0, 0.9817808271509002, 0.585523527428866]","[1.0, 1.0, 1.0, 0.994011992]","[0.7682000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1124.7749999999999,go_home,retired
1310,1,"[0.08332572362525605, 0.9, 0.92, 0.9890548353295385]","[0.981458142104644, 0.999, 0.99, 0.946354579813443]","[0.3341725505908604, 0.995, 0.98]","[0.8953382542587163, 0.99, 0.99]",0.0,beg,homeless
1310,2,"[0.6867264182457689, 0.8573749999999999, 0.884736, 0.7834398270389253]","[1.0, 0.9791466569999999, 0.991026973, 0.9472005180612373]","[1.0, 0.6141249999999999, 0.4434660092013687]","[1.0, 0.9702989999999999, 0.18658900566380154]",1124.0,go_leisure,student
1310,3,"[1.0, 0.95, 0.94, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",707.1666666666667,go_grocery,unemployed
1310,4,"[1.0, 0.9025, 0.8649000000000001, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5245.924999999999,go_home,employed
1311,0,"[0.7853001562499998, 1.0, 1.0, 0.5152607041374021]","[1.0, 1.0, 1.0, 0.992023968016]","[0.7195600000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1124.7749999999999,go_hospital,retired
1311,1,"[0.06832709337270995, 0.81, 0.8464, 0.988065780494209]","[0.979789663263066, 0.998001, 0.9801, 0.9416228069143757]","[0.30409702103768294, 0.990025, 0.9603999999999999]","[0.8863848717161291, 0.9801, 0.9801]",0.0,go_reception_center,homeless
1311,2,"[0.6962483987790729, 0.8145062499999999, 0.84934656, 0.783048107125406]","[1.0, 0.9722926304009999, 0.988053892081, 0.9386757133986862]","[1.0, 0.5220062499999999, 0.3991194082812318]","[1.0, 0.96059601, 0.14927120453104123]",1124.0,go_home,student
1311,3,"[1.0, 0.9025, 0.8835999999999999, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",707.1666666666667,go_home,unemployed
1311,4,"[0.9269999999999999, 1.0, 0.9443570000000001, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5245.924999999999,go_home,employed
1312,0,"[0.6478726289062499, 1.0, 0.91, 1.0]","[0.9988, 1.0, 0.999, 1.0]","[0.575648, 1.0, 0.98]","[0.99, 1.0, 0.99]",1124.7749999999999,go_hospital,retired
1312,1,"[0.05602821656562216, 0.9390000000000001, 1.0, 0.9870777147137147]","[0.9781240208355187, 1.0, 1.0, 0.9369146928798039]","[0.2767282891442915, 1.0, 1.0]","[0.8775210229989678, 1.0, 1.0]",0.0,go_reception_center,homeless
1312,2,"[0.668961203011049, 1.0, 0.9553726976, 0.7826565830718433]","[1.0, 1.0, 1.0, 0.930227631978098]","[1.0, 1.0, 0.4992074674531086]","[1.0, 1.0, 0.25941696362483296]",1124.0,go_home,student
1312,3,"[0.9269999999999999, 1.0, 0.9705839999999999, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",707.1666666666667,go_home,unemployed
1312,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5240.924999999999,go_grocery,employed
1313,0,"[0.5344949188476561, 1.0, 1.0, 1.0]","[0.9976014400000001, 1.0, 0.998001, 1.0]","[0.46051840000000005, 1.0, 0.9603999999999999]","[0.9801, 1.0, 0.9801]",1124.7749999999999,go_home,retired
1313,1,"[0.04594313758381017, 1.0, 1.0, 0.986090636999001]","[0.9764612100000983, 1.0, 1.0, 0.9322301194154049]","[0.25182274312130526, 1.0, 1.0]","[0.8687458127689781, 1.0, 1.0]",2.0,go_grocery,homeless
